Filename,Clean_filepath,Noisy_filepath,Length (s),Sample Rate (Hz)
p302_032,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p302_032.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p302_032.wav,2.3,48000
p312_146,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p312_146.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p312_146.wav,2.242958333333333,48000
p313_192,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p313_192.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p313_192.wav,3.15,48000
p360_167,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p360_167.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p360_167.wav,2.6779375,48000
p343_151,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p343_151.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p343_151.wav,2.6,48000
p249_291,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p249_291.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p249_291.wav,2.585354166666667,48000
p308_242,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p308_242.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p308_242.wav,3.24,48000
p339_295,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p339_295.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p339_295.wav,2.9988333333333332,48000
p361_351,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p361_351.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p361_351.wav,2.4153333333333333,48000
p272_059,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p272_059.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p272_059.wav,1.4422291666666667,48000
p272_205,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p272_205.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p272_205.wav,3.092,48000
p314_032,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p314_032.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p314_032.wav,3.96,48000
p305_118,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p305_118.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p305_118.wav,2.5554166666666664,48000
p295_073,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p295_073.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p295_073.wav,2.42,48000
p283_389,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p283_389.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p283_389.wav,3.23325,48000
p336_336,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p336_336.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p336_336.wav,1.5897083333333333,48000
p364_170,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p364_170.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p364_170.wav,2.6001875,48000
p310_195,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p310_195.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p310_195.wav,3.688125,48000
p345_146,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p345_146.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p345_146.wav,2.8608125,48000
p249_319,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p249_319.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p249_319.wav,2.5402916666666666,48000
p295_138,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p295_138.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p295_138.wav,2.92,48000
p255_273,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p255_273.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p255_273.wav,2.4269166666666666,48000
p283_418,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p283_418.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p283_418.wav,1.8488333333333333,48000
p298_316,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p298_316.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p298_316.wav,2.88,48000
p323_031,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p323_031.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p323_031.wav,2.9916875,48000
p266_294,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p266_294.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p266_294.wav,2.089583333333333,48000
p246_357,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p246_357.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p246_357.wav,3.7133333333333334,48000
p343_010,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p343_010.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p343_010.wav,3.282,48000
p283_401,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p283_401.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p283_401.wav,1.7943958333333334,48000
p326_260,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p326_260.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p326_260.wav,2.8155625,48000
p292_380,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p292_380.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p292_380.wav,3.071125,48000
p312_098,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p312_098.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p312_098.wav,3.4076041666666668,48000
p374_060,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p374_060.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p374_060.wav,2.387875,48000
p323_232,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p323_232.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p323_232.wav,3.9991041666666667,48000
p283_060,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p283_060.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p283_060.wav,2.06125,48000
p245_350,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p245_350.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p245_350.wav,3.8819583333333334,48000
p271_044,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p271_044.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p271_044.wav,2.3012916666666667,48000
p312_381,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p312_381.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p312_381.wav,2.9469166666666666,48000
p245_047,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p245_047.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p245_047.wav,3.3287708333333335,48000
p361_037,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p361_037.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p361_037.wav,2.39,48000
p339_291,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p339_291.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p339_291.wav,2.138125,48000
p301_144,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p301_144.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p301_144.wav,3.0,48000
p275_407,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p275_407.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p275_407.wav,3.32825,48000
p283_141,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p283_141.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p283_141.wav,2.5635833333333333,48000
p364_223,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p364_223.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p364_223.wav,2.944916666666667,48000
p326_153,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p326_153.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p326_153.wav,2.4736041666666666,48000
p292_033,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p292_033.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p292_033.wav,2.94,48000
p310_080,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p310_080.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p310_080.wav,2.810020833333333,48000
p292_290,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p292_290.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p292_290.wav,2.74,48000
p333_087,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p333_087.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p333_087.wav,2.5493333333333332,48000
p283_210,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p283_210.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p283_210.wav,2.7424166666666667,48000
p263_382,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p263_382.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p263_382.wav,2.773229166666667,48000
p292_366,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p292_366.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p292_366.wav,2.4053958333333334,48000
p323_117,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p323_117.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p323_117.wav,4.331854166666667,48000
p374_348,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p374_348.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p374_348.wav,2.5055833333333335,48000
p281_168,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p281_168.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p281_168.wav,3.10675,48000
p364_165,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p364_165.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p364_165.wav,3.12,48000
p364_098,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p364_098.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p364_098.wav,2.1,48000
p303_170,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p303_170.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p303_170.wav,3.4,48000
p237_250,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p237_250.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p237_250.wav,2.1,48000
p339_113,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p339_113.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p339_113.wav,2.1565208333333334,48000
p351_288,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p351_288.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p351_288.wav,2.4733125,48000
p361_203,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p361_203.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p361_203.wav,2.38,48000
p271_075,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p271_075.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p271_075.wav,1.8087291666666667,48000
p292_123,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p292_123.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p292_123.wav,2.12,48000
p275_365,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p275_365.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p275_365.wav,3.724645833333333,48000
p341_191,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p341_191.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p341_191.wav,2.89,48000
p264_391,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p264_391.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p264_391.wav,2.67,48000
p351_297,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p351_297.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p351_297.wav,2.070625,48000
p260_172,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p260_172.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p260_172.wav,3.2681458333333335,48000
p263_136,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p263_136.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p263_136.wav,3.4741041666666668,48000
p266_308,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p266_308.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p266_308.wav,2.1960625,48000
p241_302,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p241_302.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p241_302.wav,3.3166458333333333,48000
p308_314,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p308_314.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p308_314.wav,3.09,48000
p241_145,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p241_145.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p241_145.wav,2.3132916666666667,48000
p266_395,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p266_395.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p266_395.wav,3.4594791666666667,48000
p374_037,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p374_037.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p374_037.wav,2.6377916666666668,48000
p265_314,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p265_314.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p265_314.wav,5.042604166666667,48000
p299_383,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p299_383.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p299_383.wav,3.6685208333333335,48000
p312_305,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p312_305.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p312_305.wav,2.2444166666666665,48000
p316_340,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p316_340.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p316_340.wav,2.570291666666667,48000
p310_405,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p310_405.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p310_405.wav,2.438270833333333,48000
p326_104,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p326_104.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p326_104.wav,2.2172708333333335,48000
p316_014,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p316_014.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p316_014.wav,5.35,48000
p260_001,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p260_001.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p260_001.wav,1.629875,48000
p313_252,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p313_252.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p313_252.wav,2.74,48000
p308_004,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p308_004.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p308_004.wav,4.359979166666666,48000
p326_039,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p326_039.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p326_039.wav,2.69,48000
p360_307,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p360_307.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p360_307.wav,1.7942708333333333,48000
p312_174,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p312_174.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p312_174.wav,2.39,48000
p376_171,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p376_171.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p376_171.wav,3.39,48000
p333_176,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p333_176.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p333_176.wav,2.3433125,48000
p283_151,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p283_151.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p283_151.wav,3.2665625,48000
p351_146,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p351_146.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p351_146.wav,2.41525,48000
p313_257,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p313_257.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p313_257.wav,2.61,48000
p283_420,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p283_420.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p283_420.wav,2.6543125,48000
p323_282,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p323_282.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p323_282.wav,2.1341875,48000
p293_352,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p293_352.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p293_352.wav,2.610375,48000
p247_078,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p247_078.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p247_078.wav,3.0185,48000
p272_172,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p272_172.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p272_172.wav,2.0662291666666666,48000
p251_041,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p251_041.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p251_041.wav,2.2518125,48000
p247_065,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p247_065.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p247_065.wav,2.3166458333333333,48000
p314_130,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p314_130.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p314_130.wav,2.9010625,48000
p306_072,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p306_072.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p306_072.wav,4.3600208333333335,48000
p305_180,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p305_180.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p305_180.wav,2.4365208333333332,48000
p263_213,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p263_213.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p263_213.wav,2.3794166666666667,48000
p245_310,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p245_310.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p245_310.wav,4.341145833333333,48000
p341_098,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p341_098.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p341_098.wav,3.21,48000
p293_312,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p293_312.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p293_312.wav,3.68,48000
p339_141,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p339_141.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p339_141.wav,2.499791666666667,48000
p306_127,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p306_127.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p306_127.wav,2.690958333333333,48000
p302_003,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p302_003.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p302_003.wav,5.9223125,48000
p305_211,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p305_211.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p305_211.wav,2.64125,48000
p360_251,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p360_251.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p360_251.wav,2.3425,48000
p283_296,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p283_296.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p283_296.wav,2.2237291666666668,48000
p293_304,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p293_304.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p293_304.wav,3.47875,48000
p305_161,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p305_161.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p305_161.wav,3.1817291666666665,48000
p251_118,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p251_118.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p251_118.wav,1.6877083333333334,48000
p343_188,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p343_188.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p343_188.wav,2.19,48000
p341_073,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p341_073.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p341_073.wav,3.13,48000
p361_247,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p361_247.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p361_247.wav,2.2706666666666666,48000
p298_049,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p298_049.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p298_049.wav,3.3,48000
p245_001,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p245_001.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p245_001.wav,1.779,48000
p312_171,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p312_171.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p312_171.wav,2.1546458333333334,48000
p271_304,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p271_304.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p271_304.wav,3.16,48000
p312_056,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p312_056.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p312_056.wav,2.506125,48000
p326_359,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p326_359.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p326_359.wav,3.71,48000
p363_063,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p363_063.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p363_063.wav,2.1073333333333335,48000
p304_321,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p304_321.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p304_321.wav,2.3330416666666665,48000
p283_096,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p283_096.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p283_096.wav,2.2625625,48000
p307_278,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p307_278.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p307_278.wav,2.79,48000
p264_394,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p264_394.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p264_394.wav,4.21,48000
p313_316,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p313_316.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p313_316.wav,2.2182708333333334,48000
p305_086,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p305_086.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p305_086.wav,2.569125,48000
p347_106,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p347_106.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p347_106.wav,2.5772916666666665,48000
p255_302,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p255_302.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p255_302.wav,3.7575833333333333,48000
p260_034,/mnt/sam/Lingzhi/edinburgh/clean_trainset_56spk_wav/p260_034.wav,/mnt/sam/Lingzhi/edinburgh/noisy_trainset_56spk_wav/p260_034.wav,4.026208333333333,48000
